likesCount,text,cleaned_text,sentiment
0,Just like our government denies that there is global warming well it is an issue the other issue is they cut Federal funding for all parks throughout the United States several years ago they've never got their funding properly back that's why there are so many closed roads throughout our Force industry where you can't even get access into these places they stop wood Gathering wood cutting and everything to save one f****** squirrel or a f****** out for Christ sakes open our lands back up that the people back in collect firewood and do what we got to do to keep this s*** from happening this gets our government's fault for cutting funding for a Forestry Department and this took place years ago and it never recuperated from it I have not forgotten,just like government denies global warming issue issue cut federal funding parks united states years ago theyve got funding properly thats closed roads force industry access places stop wood gathering wood cutting save f squirrel f christ sakes open lands people collect firewood got s happening gets governments fault cutting funding forestry department took place years ago recuperated forgotten,Negative
2,Some people want to leave Mother Earth and colonize other planet how about we take care of the one we've got first take her from there if we can't take care of Mother Earth how we supposed to take care of another planet this is my question Mother Nature is very angry right now and it's because of mankind and the way he treats her it's time to wake up before it's too late I pray it's not too late already,people want leave mother earth colonize planet care weve got care mother earth supposed care planet question mother nature angry right mankind way treats time wake late pray late,Negative
15,"Imagine working at NASA after a life of study and having to spend your days reading Jeff explaining you, from his baptism degree, that tHe CliMAte aLwAys cHaNgEd.
And still answer calmly. That goes beyond patience, is sanctity.",imagine working nasa life study having spend days reading jeff explaining baptism degree climate changed answer calmly goes patience sanctity,Positive
13,"Yes, but, the U.S. mean temperature anomaly , while up a bit in November, appears from NOAA stats to be declining steadily for last 10 years. This map also appears to show that warmer temperatures are recently being distributed more equitably. Why should Florida and California have all the warm weather and not the Arctic?",yes mean temperature anomaly bit november appears noaa stats declining steadily years map appears warmer temperatures recently distributed equitably florida california warm weather arctic,Positive
3,"Oh well at least it’s not 1.5c, just 1.44.  🤣",oh c just,Neutral
16,"""The 1.5'C Paris Agreement red line is dead and the 2.0'C red line is on life support."" 

Dr James Hansen.",c paris agreement red line dead c red line life support dr james hansen,Negative
1,I presume this 'burst' of heat is El Nino related. At least I hope so because otherwise we may have passed a climatic tipping point.,presume burst heat el nino related hope passed climatic tipping point,Neutral
13,My fear is keep crying wolf and when the wolf appears no one will care.,fear crying wolf wolf appears care,Negative
2,A cause de l’activité humaine ……’ et pourtant cela ne gêne personne que nous soyons 10 milliards sur terre en 2100,cause lactivit humaine et pourtant cela ne gne personne que nous soyons milliards sur terre en,Neutral
13,And this is going to be hottest December on the record,going hottest december record,Neutral
0,"A terra não tem 100 anos, nem 1 milhão de anos, o nosso planeta tem 4,5 mil milhões de anos. Há 635 milhões de anos, durante um recuo sem precedentes dos glaciares indica que as temperaturas aumentaram significativamente perto do final do Neoproterozóico, atingindo uma média global superior a 32°, quando a média global de hoje é inferior a 15,5°. Ao reconstruir as temperaturas do Éon Fanerozóico, ou aproximadamente no último meio milhão de anos, as temperaturas quentes dominaram a maior parte desse tempo, com as temperaturas globais a subir repetidamente acima dos 26° e até dos 32° de temperatura media. Há cerca de 250 milhões de anos, perto do equador, a temperatura média estava nos 60°, impossibilitando a vida nessa região.A terra não tem 100 anos, nem 1 milhão de anos, o nosso planeta tem 4,5 mil milhões de anos. Há 635 milhões de anos, durante um recuo sem precedentes dos glaciares indica que as temperaturas aumentaram significativamente perto do final do Neoproterozóico, atingindo uma média global superior a 32°, quando a média global de hoje é inferior a 15,5°. Ao reconstruir as temperaturas do Éon Fanerozóico, ou aproximadamente no último meio milhão de anos, as temperaturas quentes dominaram a maior parte desse tempo, com as temperaturas globais a subir repetidamente acima dos 26° e até dos 32° de temperatura media. Há cerca de 250 milhões de anos, perto do equador, a temperatura média estava nos 60°, impossibilitando a vida nessa região.",terra tem anos nem milho anos o nosso planeta tem mil milhes anos h milhes anos durante um recuo sem precedentes dos glaciares indica que temperaturas aumentaram significativamente perto final neoproterozico atingindo uma mdia global superior quando mdia global hoje inferior ao reconstruir temperaturas fanerozico ou aproximadamente ltimo meio milho anos temperaturas quentes dominaram maior parte desse tempo com temperaturas globais subir repetidamente acima dos e dos temperatura media h cerca milhes anos perto equador temperatura mdia estava nos impossibilitando vida nessa regioa terra tem anos nem milho anos o nosso planeta tem mil milhes anos h milhes anos durante um recuo sem precedentes dos glaciares indica que temperaturas aumentaram significativamente perto final neoproterozico atingindo uma mdia global superior quando mdia global hoje inferior ao reconstruir temperaturas fanerozico ou aproximadamente ltimo meio milho anos temperaturas quentes dominaram maior parte desse tempo com temperaturas globais subir repetidamente acima dos e dos temperatura media h cerca milhes anos perto equador temperatura mdia estava nos impossibilitando vida nessa regio,Positive
